ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng
 166982,2012/01/03 00:00:00.000,3501 JACKS CREEK PIKE,,"MECHANICAL COMM. $2,001-$10,000", 0.0,MT GILEAD CHURCH ,GREEN BOX HEATING & AIR,3501 JACKS CREEK PIKE,Block Level,JACKS CREEK PIKE,,-84.422468205722353,37.908971616736885
 164735,2011/07/27 00:00:00.000,2344 PALUMBO DR,,"MECHANICAL COMM. $2,001-$10,000", 0.0,SHERWIN WILLIAMS,FAYETTE HEATING & AIR CONDITIONING,2344 PALUMBO DR,Block Level,PALUMBO DR,,-84.453138851273167,38.022333417634478
 172040,2012/09/20 00:00:00.000,500 S FORBES RD,,"MECHANICAL COMM. $2,001-$10,000", 0.0,HARROD CONCRETE,A A A HEATING SERVICE INC,500 S FORBES RD,Block Level,S FORBES RD,,-84.524323903939163,38.053661918361826
 165399,2011/09/06 00:00:00.000,812 E HIGH ST,,SIGNS , 1500.0,PAUL HESTER,SOUTHERN TENT & AWNING CO,812 E HIGH ST,Block Level,E HIGH ST,,-84.48991711149344,38.030860641008623
 174496,2013/02/26 00:00:00.000,773 CORPORATE DR,,CO-LOCATE TOWER, 25000.0,SPRINT/NEXTEL,S B A NETWORK SERVICES LLC,773 CORPORATE DR,Block Level,CORPORATE DR,,-84.552391358553265,38.012513621516149
 185903,2014/10/21 00:00:00.000,460 SOUTHLAND DR,,ZONING COMPLIANCE PERMIT (N/C), 0.0,"MOR AND MOR WIRELESS, LLC","MOR AND MOR WIRELESS, LLC",460 SOUTHLAND DR,Block Level,SOUTHLAND DR,,-84.527614149031194,38.01931141492058
 171579,2012/08/27 00:00:00.000,1032 E NEW CIRCLE RD,,ZONING COMPLIANCE PERMIT (N/C), 0.0,4 TO 1 WHOLESALE,4 TO 1 WHOLESALE,1032 E NEW CIRCLE RD,Block Level,E NEW CIRCLE RD,,-84.454463921320155,38.037385476614013
 178057,2013/08/16 00:00:00.000,112 S LIMESTONE,,"MECHANICAL COMM. $2,001-$10,000", 0.0,CALVARY BAPTIST CHURCH ,FAYETTE PLUMBING HEATING & AC INC,112 S LIMESTONE,Block Level,S LIMESTONE,,-84.497410606625863,38.046095146404483
 182345,2014/04/28 00:00:00.000,4228 SARON DR,,SIGNS , 1875.0,SEARS,POPEYE SIGN COMPANY INC,4228 SARON DR,Block Level,SARON DR,,-84.502125282868107,37.966740371576819
 177908,2013/08/07 00:00:00.000,4373 HARRODSBURG RD,,"FENCE, COMMERCIAL", 12000.0,"T. B. MANAGED ASSETTS, LLC",TOPP FLITE SERVICES,4373 HARRODSBURG RD,Block Level,OLD HARRODSBURG RD,,-84.584326813387079,37.996307978717638
 177908,2013/08/07 00:00:00.000,4373 HARRODSBURG RD,,"FENCE, COMMERCIAL", 12000.0,"T. B. MANAGED ASSETTS, LLC",TOPP FLITE SERVICES,4373 HARRODSBURG RD,Block Level,HARRODSBURG RD,,-84.584303356534079,37.99614167229749
 179451,2013/10/29 00:00:00.000,433 JERSEY ST,,ZONING COMPLIANCE PERMIT (N/C), 0.0,LANBERG LLC,LANBERG LLC,433 JERSEY ST,Block Level,JERSEY ST,,-84.502253505999519,38.04344209930612
 168419,2012/04/02 00:00:00.000,2312 ALEXANDRIA DR,,"MECHANICAL COMM. $25,001-$50,000", 0.0,HOSPICE OF THE BLUEGRASS,THORNBERRY BROS INC,2312 ALEXANDRIA DR,Block Level,ALEXANDRIA DR,,-84.551580599928826,38.020357741645967
 168419,2012/04/02 00:00:00.000,2312 ALEXANDRIA DR,,"MECHANICAL COMM. $25,001-$50,000", 0.0,HOSPICE OF THE BLUEGRASS,THORNBERRY BROS INC,2312 ALEXANDRIA DR,Block Level,ALEXANDRIA DR,,-84.550718792872559,38.019560186963197
 184712,2014/08/15 00:00:00.000,1670 WHARTON WAY,,TOWNHOUSE, 50000.0,RML CONSTRUCTION,R M L CONSTRUCTION LLC,1670 WHARTON WAY,Block Level,WHARTON WAY,,-84.394532810152739,38.018228347541402
 187506,2015/02/11 00:00:00.000,3303 ALCOTT PL,,"MECHANICAL, SINGLE FAMILY", 4200.0,BALL HOMES ,CENTRAL KY HEATING & AIR,3303 ALCOTT PL,Block Level,ALCOTT PL,,-84.393522489673572,38.017625560947529
 179448,2013/11/08 00:00:00.000,4400 ATHENS BOONESBORO RD,,"GEN. BUSINESS OFFICE, OFFICE BLDG.", 30000.0,JEFF SCHUCK,RAYS CARPENTRY & CONSTRUCTION,4400 ATHENS BOONESBORO RD,Block Level,ATHENS BOONESBORO RD,,-84.415859787001054,37.97771834902872
 183776,2014/06/30 00:00:00.000,1661 WHARTON WAY,,TOWNHOUSE, 50000.0,RML CONSTRUCTION,R M L CONSTRUCTION LLC,1661 WHARTON WAY,Block Level,WHARTON WAY,,-84.394532810152739,38.018228347541402
 166212,2011/10/26 00:00:00.000,1781 SHARKEY WAY,STE:130,"MECHANICAL COMM. $10,001-$25,000", 0.0,ANDERSON COMMUNITIES,PRODUCTION HEATING & COOLING INC,1781 SHARKEY WAY,Block Level,SHARKEY WAY,,-84.530566232195255,38.068457253366823
 170646,2012/07/13 00:00:00.000,432 HOLLOW CREEK RD,BLDG B UNIT 16,"MECHANICAL, MULTI FAMILY ADD UNIT", 0.0,PADDOCK SUBDIVISION,DISPONETTE SERVICE CO INC,432 HOLLOW CREEK RD,Block Level,HOLLOW CREEK RD,,-84.476692557782755,38.073781660142522
 179302,2013/10/22 00:00:00.000,4400 ATHENS BOONESBORO RD,,ZONING COMPLIANCE PERMIT (N/C), 0.0,ATHENS GOLF CENTER,ATHENS GOLF CENTER,4400 ATHENS BOONESBORO RD,Block Level,ATHENS BOONESBORO RD,,-84.415859787001054,37.97771834902872
 187317,2015/01/30 00:00:00.000,3259 ALCOTT PL,,"MECHANICAL, SINGLE FAMILY", 3728.92,RML CONSTRUCTION LLP,STIVERS HVAC INC,3259 ALCOTT PL,Block Level,ALCOTT PL,,-84.393522489673572,38.017625560947529
 184901,2014/08/27 00:00:00.000,3831 BELLEAU WOOD DR,#17,"MECHANICAL, MULTI-FAMILY", 2250.0,RMO CONSTRUCTION,STIVERS HVAC INC,3831 BELLEAU WOOD DR,Block Level,BELLEAU WOOD DR,,-84.50742655428553,37.972889494917432
 176434,2013/05/30 00:00:00.000,518 CODELL DR,,"MECHANICAL COMM. $2,001-$10,000", 0.0,MURTY PHARMACEUTICALS ,AIR CONTROL HEATING & COOLING OF LEX,518 CODELL DR,Block Level,CODELL DR,,-84.451346049522712,38.022559708291027
 172458,2012/10/11 00:00:00.000,4232 EVANGELINE LN,,"MECHANICAL, SINGLE FAMILY", 0.0,BALL HOMES INC,STIVERS HVAC INC,4232 EVANGELINE LN,Block Level,EVANGELINE LN,,-84.410733541559296,37.985846398722487
 184606,2014/09/04 00:00:00.000,2359 RICHMOND RD,,SIGNS , 400.0,LMP LLC,A B C SIGNS INC,2359 RICHMOND RD,Block Level,RICHMOND RD,,-84.461511893889295,38.015271557241974
 174367,2013/02/15 00:00:00.000,4265 EVANGELINE LN,,"MECHANICAL, SINGLE FAMILY", 0.0,BALL HOMES INC.,STIVERS HVAC INC,4265 EVANGELINE LN,Block Level,EVANGELINE LN,,-84.410733541559296,37.985846398722487
 186361,2014/11/14 00:00:00.000,1332 NANCY HANKS RD,#4,"MECHANICAL, MULTI-FAMILY", 0.0,BALL REALTY LLC ,STIVERS HVAC INC,1332 NANCY HANKS RD,Block Level,NANCY HANKS RD,,-84.522798534984531,38.047210880952171
 183258,2014/06/09 00:00:00.000,3005 TATES CREEK RD,,"MECHANICAL COMM. $75,001-$100,000", 78000.0,GREEK ORTHODOX CHURCH,FREI PLUMBING INC,3005 TATES CREEK RD,Block Level,TATES CREEK RD,,-84.496000367023157,38.005123829548005
 171144,2012/08/07 00:00:00.000,197 OLD WOOLEN MILL LN,,SINGLE FAMILY RESIDENCE, 111000.0,JEFFCO LLC,HARMONY HOME BUILDERS LLC,197 OLD WOOLEN MILL LN,Block Level,OLD WOOLEN MILL LN,,-84.556134014724094,38.084155547627752
 182525,2014/05/05 00:00:00.000,3831 BELLEAU WOOD DR,#40,"MECHANICAL, MULTI-FAMILY", 3199.0,RML CONSTRUCTION ,STIVERS HVAC INC,3831 BELLEAU WOOD DR,Block Level,BELLEAU WOOD DR,,-84.50742655428553,37.972889494917432
 171877,2012/09/12 00:00:00.000,1600 CAROLYN DR,,ZONING COMPLIANCE HOME OFFICE (N/C), 0.0,THOMAS PERKINS,THOMAS PERKINS,1600 CAROLYN DR,Block Level,CAROLYN DR,,-84.466853147282961,38.034559748015091
 164904,2011/08/05 00:00:00.000,289 W LOUDON AVE,,"MECHANICAL COMM. $75,001-$100,000", 0.0,HOPE CENTER,FRANTZ INC,289 W LOUDON AVE,Block Level,W LOUDON AVE,,-84.492017179951119,38.062927269927506
 161964,2011/01/28 00:00:00.000,1032 E NEW CIRCLE RD,,"GRADING, COMMERCIAL", 0.0,MORRIS & GABBERT,DIVERSIFIED DEMOLITION LCC,1032 E NEW CIRCLE RD,Block Level,E NEW CIRCLE RD,,-84.454463921320155,38.037385476614013
 167964,2012/03/08 00:00:00.000,2304 SIR BARTON WAY,STE 185,ZONING COMPLIANCE PERMIT, 0.0,VINCE SWECKER,"GO BIG, LLC",2304 SIR BARTON WAY,Block Level,SIR BARTON WAY,,-84.422371658560849,38.022921228790146
 173889,2013/01/17 00:00:00.000,3454 SQUIRES HILL LN,,CO-LOCATE TOWER, 7500.0,"CROWN CASTLE PT, INC.","B & B CRANE SERVICE, LLC",3454 SQUIRES HILL LN,Block Level,SQUIRES HILL LN,,-84.462418242540835,37.966357404155531
 164947,2011/08/09 00:00:00.000,1397 W MAIN ST,,REMODELING RESTAURANT, 200000.0,JIMMY JOHNS/SANDWICH SQUAD,KEMPER CONTRACTING,1397 W MAIN ST,Block Level,W MAIN ST,,-84.519350437572541,38.06283308192949
 168605,2012/04/12 00:00:00.000,635 WINCHESTER RD,,"FENCE, COMMERCIAL", 57000.0,J M SMUCKER,HERB GEDDES FENCE CO INC,635 WINCHESTER RD,Block Level,WINCHESTER RD,,-84.480227528104351,38.041640494894104
 184131,2014/07/18 00:00:00.000,669 MITCHELL AVE,,TOWNHOUSE, 60000.0,MITCHELL AVENUE LLC,KENTUCKY CUSTOM HOMES INC,669 MITCHELL AVE,Block Level,MITCHELL AVE,,-84.534295875443433,38.024225314125047
 173849,2013/01/15 00:00:00.000,108 ESPLANADE,,SIGNS , 416.36,COMMONWEALTH ECONOMICS,SIGNS NOW,108 ESPLANADE,Block Level,ESPLANADE,,-84.494385763954483,38.044462201751593
 182505,2014/05/05 00:00:00.000,1321 DEER HAVEN LN,,GRADING RESIDENTIAL, 0.0,"DEER HAVEN PROPERTIES, LLC",WOODALL CONSTRUCTION CO INC,1321 DEER HAVEN LN,Block Level,DEER HAVEN LN,,-84.391775136776147,38.003606241087503
 171207,2012/08/09 00:00:00.000,592 E NEW CIRCLE RD,,ZONING COMPLIANCE PERMIT (N/C), 0.0,AUTO MAX USED CARS,AUTO MAX USED CARS,592 E NEW CIRCLE RD,Block Level,E NEW CIRCLE RD,,-84.458812815300831,38.053678408376918
 171642,2012/08/29 00:00:00.000,575 MARYLAND AVE,,ZONING COMPLIANCE PERMIT (N/C), 0.0,ANTHONY SIMPSON,ANTHONY SIMPSON,575 MARYLAND AVE,Block Level,MARYLAND AVE,,-84.502195642667047,38.056828448777352
 173265,2012/11/30 00:00:00.000,4302 EVANGELINE LN,,TOWNHOUSE, 50000.0,R M L CONSTRUCTION LLC,R M L CONSTRUCTION LLC,4302 EVANGELINE LN,Block Level,EVANGELINE LN,,-84.410733541559296,37.985846398722487
 186504,2014/11/25 00:00:00.000,1660 WHARTON WAY,,"MECHANICAL, SINGLE FAMILY", 4153.0,RML CONSTRUCTION ,STIVERS HVAC INC,1660 WHARTON WAY,Block Level,WHARTON WAY,,-84.394532810152739,38.018228347541402
 167420,2012/02/03 00:00:00.000,1110 FAITH ST,,CHURCH AND RELATED USES, 25000.0,NOW FAITH WORSHIP CTR/ REV ARLESTER WASHINGTON,NOW FAITH WORSHIP CTR/ REV ARLESTER WASHINGTON,1110 FAITH ST,Block Level,FAITH ST,,-84.483130855290682,38.065488335881511
 162972,2011/07/21 00:00:00.000,1139 PROVIDENCE LN,,CHURCH AND RELATED USES, 1200000.0,CHRIST THE KING CATHEDRAL,KOLLER WARNER KIMBROUGH CONST LLC,1139 PROVIDENCE LN,Block Level,PROVIDENCE LN,,-84.486275961659203,38.021309595769402
 171061,2012/08/06 00:00:00.000,1009 BEAUMONT CENTRE LN,,SIGNS , 6800.0,KROGER CO,HADLEY SIGN SOLUTIONS LLC,1009 BEAUMONT CENTRE LN,Block Level,BEAUMONT CENTRE LN,,-84.561503166143368,38.020950604893684
 185216,2014/09/15 00:00:00.000,3290 BLAZER PKWY,,"MECHANICAL COMM. $2,001-$10,000", 6890.0,BLUEGRASS RETINA INC ,COLEMAN SMITH INC,3290 BLAZER PKWY,Block Level,BLAZER PKWY,,-84.438579290803673,38.00280017255244
 172876,2012/11/05 00:00:00.000,4275 EVANGELINE LN,,TOWNHOUSE, 50000.0,RML CONSTRUCTION,R M L CONSTRUCTION LLC,4275 EVANGELINE LN,Block Level,EVANGELINE LN,,-84.410733541559296,37.985846398722487
 172341,2012/10/08 00:00:00.000,2428 PALUMBO DR,STE:140,"MECHANICAL COMM. $2,001-$10,000", 0.0,KESSING ROUSE,COMFORT HEATING & AIR,2428 PALUMBO DR,Block Level,PALUMBO DR,,-84.443520854941127,38.016271260454594
 169401,2012/05/17 00:00:00.000,4371 OLD HARRODSBURG RD,STE 160,"MECHANICAL COMM. $10,001-$25,000", 0.0,NADIR AICH,COLLINS FIRE PROTECTION,4371 OLD HARRODSBURG RD,Block Level,OLD HARRODSBURG RD,,-84.584326813387079,37.996307978717638
 172933,2012/11/07 00:00:00.000,151 E SECOND ST,,REMODELING RESIDENTIAL, 500.0,ALAN MOBERLY ,ALAN MOBERLY ,151 E SECOND ST,Block Level,E SECOND ST,,-84.491409871081416,38.04667799622316
 164961,2011/08/10 00:00:00.000,113 N BROADWAY,,SIGNS , 12186.8,DENEENE CHAFIN,PARIS SIGN,113 N BROADWAY,Block Level,N BROADWAY,,-84.499498785602256,38.049194660684485
 164961,2011/08/10 00:00:00.000,113 N BROADWAY,,SIGNS , 12186.8,DENEENE CHAFIN,PARIS SIGN,113 N BROADWAY,Block Level,N BROADWAY PARK,,-84.479652142015667,38.060834451718627
 186355,2014/11/14 00:00:00.000,585 W MAIN ST,,ZONING COMPLIANCE PERMIT (N/C), 0.0,NEW BEGINNINGS,NEW BEGINNINGS,585 W MAIN ST,Block Level,W MAIN ST,,-84.502907402728013,38.05163732242324
 166667,2011/12/01 00:00:00.000,1686 TRAVELLER RD,,"GRADING, COMMERCIAL", 0.0,GARDENSIDE BAPTIST CHURCH,SUPERIOR DEMOLITION INC,1686 TRAVELLER RD,Block Level,TRAVELLER RD,,-84.553655860193146,38.042901675745476
 181423,2014/03/11 00:00:00.000,2628 WILHITE DR,STE 201,REMOD. GEN. BUSINESS OFFICE/BLDG., 21000.0,COLORECTAL SURGICAL,HARTSTON INC,2628 WILHITE DR,Block Level,WILHITE DR,,-84.517308196939695,37.998131981910028
 163593,2011/06/14 00:00:00.000,3344 PARTNER PL,STE 4,REMOD. GEN. BUSINESS OFFICE/BLDG., 500.0,MUST LOVE DOGS,DESIGN BUILD CONST SERVICES LLC,3344 PARTNER PL,Block Level,PARTNER PL,,-84.546913633465067,37.995532492203708
 167151,2012/01/11 00:00:00.000,2307 NICHOLASVILLE RD,,"MECHANICAL COMM. $2,001-$10,000", 0.0,PET SUPER MARKET,C S C HEATING & AIR,2307 NICHOLASVILLE RD,Block Level,NICHOLASVILLE RD,,-84.518932482136179,38.004576247146552
 164787,2011/07/29 00:00:00.000,808 NEWTOWN CIR,,"MECHANICAL COMM. $25,001-$50,000", 0.0,COLEMAN GROUP,TEASLEYS HEATING & AIR CONDITIONING,808 NEWTOWN CIR,Block Level,NEWTOWN CIR,,-84.494724683945464,38.077517592672613
 168322,2012/03/27 00:00:00.000,250 WALTON AVE,STE 110,REMODELING RECREATIONAL FACILITY, 250000.0,PERSONAL BEST,WALKER PROPERTIES,250 WALTON AVE,Block Level,WALTON AVE,,-84.480539605986309,38.040705779175575
 163908,2011/06/07 00:00:00.000,1315 WINCHESTER RD,STE 331,RETAIL SALES REMODELING, 25000.0,BC WOOD COMPANIES/HIBBET SPORTS,B C WOOD CONSTRUCTION LLC,1315 WINCHESTER RD,Block Level,WINCHESTER RD,,-84.457765901744139,38.042805514169956
 172398,2012/10/10 00:00:00.000,3069 RICHMOND RD,,RETAIL SALES REMODELING, 30000.0,GOLF EXCHANGE,DEAN BUILDS INC,3069 RICHMOND RD,Block Level,RICHMOND RD,,-84.449313932223149,38.004321861312285
 180693,2014/01/16 00:00:00.000,2430 PATCHEN WILKES DR,,GRADING RESIDENTIAL, 0.0,"SJM HOMES, LLC",S J M HOMES LLC,2430 PATCHEN WILKES DR,Block Level,PATCHEN WILKES DR,,-84.445791360116715,38.037712544011754
 185121,2014/09/09 00:00:00.000,816 DE ROODE ST,,"MECHANICAL, SINGLE FAMILY", 8750.0,AU ASSOCIATES ,GREEN BOX HEATING & AIR,816 DE ROODE ST,Block Level,DE ROODE ST,,-84.511952713456722,38.049483498107065
 163564,2011/05/16 00:00:00.000,1550 RUSSELL CAVE RD,,"MECHANICAL COMM. $2,001-$10,000", 0.0,BECKY KING,COLEMAN SMITH INC,1550 RUSSELL CAVE RD,Block Level,RUSSELL CAVE RD,,-84.474096478825075,38.074485892809577
 170534,2012/07/09 00:00:00.000,1400 DIXIANA DOMINO RD,,SINGLE FAMILY RESIDENCE, 4000000.0,DIXIANA LLC,PADGETT CONSTRUCTION INC,1400 DIXIANA DOMINO RD,Block Level,DIXIANA DOMINO RD,,-84.42641669485748,38.125360347301772
 183601,2014/06/20 00:00:00.000,1057 GOODWIN DR,,"MECHANICAL COMM. $2,001-$10,000", 0.0,JERRY GIBBS ,AIR CONTROL HEATING & COOLING OF LEX,1057 GOODWIN DR,Block Level,GOODWIN DR,,-84.46175243553283,38.045378014974304
 187357,2015/02/02 00:00:00.000,3291 ALCOTT PL,,"MECHANICAL, SINGLE FAMILY", 3728.92,RML CONSTRUCTION LLP,STIVERS HVAC INC,3291 ALCOTT PL,Block Level,ALCOTT PL,,-84.393522489673572,38.017625560947529
 176829,2013/08/13 00:00:00.000,1792  ALYSHEBA WAY,STE 380,REMOD. GEN. BUSINESS OFFICE/BLDG., 20000.0,SILREC,CASEY CREEK CONSTRUCTION INC,1792  ALYSHEBA WAY,Block Level,ALYSHEBA WAY,,-84.422295917948986,38.015801717006859
 178801,2013/09/23 00:00:00.000,205 CODELL DR,BUILDING 19,"MECHANICAL, MULTI-FAMILY", 0.0,PENNINGTON ASSOCIATES ,FAYETTE HEATING & AIR CONDITIONING,205 CODELL DR,Block Level,CODELL DR,,-84.454759603303955,38.014525850470257
 173394,2012/12/06 00:00:00.000,215 SOUTHLAND DR,,"MECHANICAL COMM. $2,001-$10,000", 0.0,SOUTHLAND LAW GROUP,GREEN BOX HEATING & AIR,215 SOUTHLAND DR,Block Level,SOUTHLAND DR,,-84.520178445468929,38.012869478731979
 172882,2012/11/05 00:00:00.000,4265 EVANGELINE LN,,TOWNHOUSE, 50000.0,RML CONSTRUCTION,R M L CONSTRUCTION LLC,4265 EVANGELINE LN,Block Level,EVANGELINE LN,,-84.410733541559296,37.985846398722487
 186736,2014/12/12 00:00:00.000,921 DAWSON SPRINGS WAY,,"MECHANICAL, SINGLE FAMILY", 8225.0,MONROE HOMES ,FAYETTE HEATING & AIR CONDITIONING,921 DAWSON SPRINGS WAY,Block Level,DAWSON SPRINGS WAY,,-84.485652677956779,38.081217613650388
 180167,2013/12/10 00:00:00.000,835 GLASFORD SQ,UNIT 104,TOWNHOUSE, 50000.0,RML CONSTRUCTION,R M L CONSTRUCTION LLC,835 GLASFORD SQ,Block Level,GLASFORD SQ,,-84.51641434667539,37.971508367488383
 184761,2014/08/19 00:00:00.000,1642 WHARTON WAY,,TOWNHOUSE, 50000.0,R M L CONSTRUCTION ,R M L CONSTRUCTION LLC,1642 WHARTON WAY,Block Level,WHARTON WAY,,-84.394532810152739,38.018228347541402
 175853,2013/05/03 00:00:00.000,305 CODELL DR,,CHURCH REMODELING, 20000.0,LEXINGTON TABERNACLE,LEXINGTON TABERNACLE,305 CODELL DR,Block Level,CODELL DR,,-84.453724129082033,38.016425155643297
 183782,2014/06/30 00:00:00.000,1673 WHARTON WAY,,TOWNHOUSE, 50000.0,RML CONSTRUCTION,R M L CONSTRUCTION LLC,1673 WHARTON WAY,Block Level,WHARTON WAY,,-84.394532810152739,38.018228347541402
 185468,2014/09/29 00:00:00.000,1424 VERSAILLES RD,,ZONING COMPLIANCE PERMIT (N/C), 0.0,EL COSTEñO,EL COSTEñO,1424 VERSAILLES RD,Block Level,VERSAILLES RD,,-84.527656629281694,38.049421026111268
 165053,2011/08/15 00:00:00.000,188 E NEW CIRCLE RD,,SIGNS , 5000.0,"SCHNEIDER SALES CO., INC.",LOUISVILLE SIGN CO,188 E NEW CIRCLE RD,Block Level,E NEW CIRCLE RD,,-84.468684046041105,38.063796155867315
 169381,2012/05/16 00:00:00.000,2365 SIR BARTON WAY,,"MECHANICAL COMM. $10,001-$25,000", 0.0,WATERMARK RESIDENTIAL,SOUTHERN MECHANICAL ,2365 SIR BARTON WAY,Block Level,SIR BARTON WAY,,-84.42168390936807,38.02738138314524
 166424,2011/11/09 00:00:00.000,1535 LAKEWOOD DR,,"FENCE, RESIDENTIAL", 40000.0,NAPELS LLC (JOSEPH MINOR),R & J PETERSON INC,1535 LAKEWOOD DR,Block Level,LAKEWOOD DR,,-84.48131632224819,38.011865089168047
 186667,2014/12/09 00:00:00.000,3276 ALCOTT PL,,"MECHANICAL, SINGLE FAMILY", 4153.12,RML CONSTRUCTION LLP,STIVERS HVAC INC,3276 ALCOTT PL,Block Level,ALCOTT PL,,-84.393522489673572,38.017625560947529
 185751,2014/10/14 00:00:00.000,433 JERSEY ST,,"MECHANICAL COMM. $2,001-$10,000", 9000.0,INSOMNIA COOKIES ,A A A HEATING SERVICE INC,433 JERSEY ST,Block Level,JERSEY ST,,-84.502253505999519,38.04344209930612
 173869,2013/01/16 00:00:00.000,247 SURFSIDE DR,,MECHANICAL COMM. <$2000, 0.0,OLD SAN JUAN CUBAN CUISINE,PHOENIX HEATING & AIR CONDITIONING INC,247 SURFSIDE DR,Block Level,SURFSIDE DR,,-84.518146072555908,38.001548232239472
 183779,2014/06/30 00:00:00.000,1667 WHARTON WAY,,TOWNHOUSE, 50000.0,RML CONSTRUCTION,R M L CONSTRUCTION LLC,1667 WHARTON WAY,Block Level,WHARTON WAY,,-84.394532810152739,38.018228347541402
 181203,2014/02/24 00:00:00.000,1060 CHINOE RD,STE 112,ZONING COMPLIANCE PERMIT (N/C), 0.0,PREFERRED CLEANERS,PREFERRED CLEANERS,1060 CHINOE RD,Block Level,CHINOE RD,,-84.480792533096306,37.997794244578706
 169155,2012/05/08 00:00:00.000,2304 SIR BARTON WAY,,ZONING COMPLIANCE PERMIT (N/C), 0.0,EXTREME PIZZA,EXTREME PIZZA,2304 SIR BARTON WAY,Block Level,SIR BARTON WAY,,-84.422371658560849,38.022921228790146
 178163,2013/08/21 00:00:00.000,1101 FERN AVE,,"WRECKING STRUCTURES, RESIDENTIAL", 4000.0,ANDERSON CUMMUNITIES,SUPERIOR DEMOLITION INC,1101 FERN AVE,Block Level,FERN AVE,,-84.515926255032426,38.03397680616731
 186868,2014/12/22 00:00:00.000,1642 WHARTON WAY,,"MECHANICAL, SINGLE FAMILY", 2153.15,RML CONSTRUCTION LLP,STIVERS HVAC INC,1642 WHARTON WAY,Block Level,WHARTON WAY,,-84.394532810152739,38.018228347541402
 187354,2015/02/02 00:00:00.000,3285 ALCOTT PL,,"MECHANICAL, SINGLE FAMILY", 3728.92,RML CONSTRUCTION LLP,STIVERS HVAC INC,3285 ALCOTT PL,Block Level,ALCOTT PL,,-84.393522489673572,38.017625560947529
 187552,2015/02/19 00:00:00.000,1025 MERRICK DR,,ZONING COMPLIANCE HOME OFFICE (N/C), 0.0,LUCAS SHARP,,1025 MERRICK DR,Block Level,MERRICK DR,,-84.494017784893416,37.992700673560797
 187383,2015/02/03 00:00:00.000,4383 OLD HARRODSBURG RD,#140,ZONING COMPLIANCE PERMIT (N/C), 0.0,"SLONE DENTAL ARTS, PLLC","SLONE DENTAL ARTS, PLLC",4383 OLD HARRODSBURG RD,Block Level,OLD HARRODSBURG RD,,-84.584326813387079,37.996307978717638
 182726,2014/05/13 00:00:00.000,3801 MALL RD,STE 135,REMODELING RESTAURANT, 50250.0,"RED BANG BANG, KAI DONG",LARKIN GROUP LLC THE,3801 MALL RD,Block Level,MALL RD,,-84.531410640672064,37.984247867456538
 172816,2012/11/02 00:00:00.000,4205 EVANGELINE LN,,"MECHANICAL, SINGLE FAMILY", 0.0,BALL HOMES INC,STIVERS HVAC INC,4205 EVANGELINE LN,Block Level,EVANGELINE LN,,-84.410733541559296,37.985846398722487
 186939,2014/12/31 00:00:00.000,1395 N FORBES RD,,ZONING COMPLIANCE PERMIT (N/C), 0.0,CHRISCARTI FITNESS CLUB,CHRISCARTI FITNESS CLUB,1395 N FORBES RD,Block Level,N FORBES RD,,-84.520081876564248,38.064116901062476
 173546,2012/12/19 00:00:00.000,4371 OLD HARRODSBURG RD,STE 160,SIGNS , 2756.0,MICHAEL LOLENDA,GRAPHIC PRODUCTION INC,4371 OLD HARRODSBURG RD,Block Level,OLD HARRODSBURG RD,,-84.584326813387079,37.996307978717638
 183424,2014/06/13 00:00:00.000,929 DAWSON SPRINGS WAY,,SINGLE FAMILY RESIDENCE, 110000.0,JAMES MONROE HOMES ,JAMES MONROE HOMES,929 DAWSON SPRINGS WAY,Block Level,DAWSON SPRINGS WAY,,-84.485652677956779,38.081217613650388
 168319,2012/03/27 00:00:00.000,831 NATIONAL AVE,,REMODELING RECREATIONAL FACILITY, 125000.0,FITNESS PLUS,WALKER PROPERTIES,831 NATIONAL AVE,Block Level,NATIONAL AVE,,-84.475525763073449,38.038797477202138
 183825,2014/07/02 00:00:00.000,416 HOLLOW CREEK RD,,"MECHANICAL COMM. $10,001-$25,000", 17000.0,PADDOCK APARTMENTS ,DISPONETTE SERVICE CO INC,416 HOLLOW CREEK RD,Block Level,HOLLOW CREEK RD,,-84.476692557782755,38.073781660142522
 173131,2012/11/19 00:00:00.000,8487 DURBIN LN,,ZONING COMPLIANCE PERMIT (N/C), 0.0,HG EARLY SNYDER FAMILY FARM LLC,HG EARLY SNYDER FAMILY FARM LLC,8487 DURBIN LN,Block Level,DURBIN LN,,-84.348449020082811,37.891167738056303
 162534,2011/03/17 00:00:00.000,3777 BELLEAU WOOD DR,,"WRECKING STRUCTURES, RESIDENTIAL", 7000.0,SAYRE CHRISTIAN VILLAGE,WOODFORD EXCAVATION & TRANSPORT INC,3777 BELLEAU WOOD DR,Block Level,BELLEAU WOOD DR,,-84.505931897582769,37.972947416257284
 183141,2014/06/02 00:00:00.000,2920 PALUMBO DR,,"MECHANICAL COMM. $150,001-$200,000", 200000.0,ASHLAND INC.,PREWITT MECH CONTRACTORS INC,2920 PALUMBO DR,Block Level,PALUMBO DR,,-84.431425894288509,38.002537610246563
 170506,2012/07/09 00:00:00.000,495 LAKETOWER DR,,SIGNS , 5000.0,LAKETOWER APTS LLC,ANDOVER CONSTRUCTION LLC,495 LAKETOWER DR,Block Level,LAKETOWER DR,,-84.47045109492683,38.01020132744609
